WarNum,WarName,WarType,Ccode,Player,Side,Intnl,,StartMonth,StartDay,StartYear,EndMonth,EndDay,EndYear,Intiator,WhereFought,Outcome,Death
425,Younghusband Expedition,3,-8,Tibet,2,,,3,31,1904,9,7,1904,0,7,2,2500
641,First Uruguay,4,165,Uruguay,1,0,,1,1,1904,9,1,1904,,1,1,-9
641,First Uruguay,4,-8,Blancos,2,0,,1,1,1904,9,1,1904,,1,2,-9
642,Second Yemen Rebellion,5,640,Ottoman Empire,1,0,,11,8,1904,1,10,1906,,6,6,30000
642,Second Yemen Rebellion,5,-8,Imam Yahya's forces,2,0,,11,8,1904,1,10,1906,,6,6,-9
426,Maji-Maji Revolt,2,255,Germany,1,,,7,31,1905,6,-9,1906,0,4,1,3440
426,Maji-Maji Revolt,2,-8,Maji-Maji in Tanganyika,2,,,7,31,1905,6,-9,1906,1,4,2,5400
643,Bloody Sunday,4,365,Russia,1,0,,1,22,1905,1,1,1906,,2,1,1500
643,Bloody Sunday,4,-8,Workers/Peasants,2,0,,1,22,1905,1,1,1906,,2,2,-9
88,Third Central American,1,91,Honduras,2,,,5,27,1906,7,20,1906,0,1,2,300
88,Third Central American,1,92,El Salvador,2,,,5,27,1906,7,20,1906,0,1,2,300
88,Third Central American,1,90,Guatemala,1,,,5,27,1906,7,20,1906,1,1,1,400
427,Sokoto Uprising,2,200,United Kingdom,1,,,1,-9,1906,3,10,1906,0,4,1,80
427,Sokoto Uprising,2,-8,Mahdist rebels,2,,,1,-9,1906,3,10,1906,1,4,2,2000
429,Third British-Zulu,2,200,United Kingdom,1,,,3,5,1906,6,10,1906,0,4,1,56
429,Third British-Zulu,2,-8,Zulu,2,,,3,5,1906,6,10,1906,1,4,2,2300
91,Fourth Central American,1,93,Nicaragua,1,,,2,19,1907,4,23,1907,1,1,1,400
91,Fourth Central American,1,92,El Salvador,2,,,2,19,1907,4,23,1907,0,1,2,300
91,Fourth Central American,1,91,Honduras,2,,,2,19,1907,4,23,1907,0,1,2,300
430,Dembos War,3,235,Portugal,1,,,-9,-9,1907,-9,-9,1910,1,4,1,100
430,Dembos War,3,-8,Dembos,2,,,-9,-9,1907,-9,-9,1910,0,4,2,5000
431,Anti-Foreign Revolt,3,220,France,1,,,7,30,1907,-9,-9,1910,1,4,1,150
431,Anti-Foreign Revolt,3,-8,Sheikh Ma Al-Ainie,2,,,7,30,1907,-9,-9,1910,0,4,2,3000
432,Japan-Korean Guerrillas,2,740,Japan,1,,,8,1,1907,8,16,1910,0,7,1,136
432,Japan-Korean Guerrillas,2,-8,Korea,2,,,8,1,1907,8,16,1910,1,7,2,17600
645,Romanian Peasant Revolt,4,360,Romania,1,0,,3,15,1907,4,30,1907,,2,1,2000
645,Romanian Peasant Revolt,4,-8,Peasants,2,0,,3,15,1907,4,30,1907,,2,2,-9
646,Overthrow of Abd el-Aziz,4,220,France,1,1,,8,7,1907,6,15,1908,,6,2,200
646,Overthrow of Abd el-Aziz,4,600,Morocco,1,1,,8,1,1907,9,1,1908,,6,2,400
646,Overthrow of Abd el-Aziz,4,-8,Mulai el-Hafid,2,1,,8,1,1907,9,1,1908,,6,1,800
647,Iranian Constitution War,4,630,Iran,1,1,,6,23,1908,7,17,1909,,6,2,-9
647,Iranian Constitution War,4,-8,Constitutionalists,2,1,,6,23,1908,7,17,1909,,6,1,-9
94,Second Spanish-Moroccan,1,230,Spain,1,,,7,7,1909,3,23,1910,1,6,1,2000
94,Second Spanish-Moroccan,1,600,Morocco,2,,,7,7,1909,3,23,1910,0,6,2,8000
433,French Conquest of Wadai,3,220,France,1,,,5,-9,1909,-9,-9,1911,1,4,1,4000
433,French Conquest of Wadai,3,-8,Wadai sultanate,2,,,5,-9,1909,-9,-9,1911,0,4,2,8000
647,Iranian Constitution War,4,365,Russia,1,1,,4,30,1909,7,17,1909,,6,2,100
648,Young Turks Counter-coup,4,640,Ottoman Empire,1,0,,4,14,1909,4,28,1909,,6,1,-9
648,Young Turks Counter-coup,4,-8,Anti-government troops,2,0,,4,14,1909,4,28,1909,,6,2,-9
650,Second Albanian Revolt,5,640,Ottoman Empire,1,0,,3,-9,1910,10,16,1912,,2,4,-9
650,Second Albanian Revolt,5,-8,Albania,2,0,,3,-9,1910,10,16,1912,,2,4,-9
651,Asir-Yemen Revolt,5,640,Ottoman Empire,1,0,,10,15,1910,10,9,1911,,6,6,7000
651,Asir-Yemen Revolt,5,-8,Yemen & Asir Imam Ibn Idris & Sayyid Muhammad,2,0,,10,15,1910,10,9,1911,,6,6,2000
652,Third Mexican,4,70,Mexico,1,0,,11,20,1910,7,15,1914,,1,2,56250
652,Third Mexican,4,-8,Liberals & Radicals,2,0,,11,20,1910,7,15,1914,,1,1,37500
97,Italian-Turkish,1,325,Italy,1,,,9,29,1911,10,18,1912,1,6,1,6000
97,Italian-Turkish,1,640,Turkey,2,,,9,29,1911,10,18,1912,0,6,2,14000
656,Paraguay,4,150,Paraguay,1,0,,7,15,1911,5,11,1912,,1,2,4000
656,Paraguay,4,-8,Radicals,2,0,,7,15,1911,5,11,1912,,1,1,1000
657,First Nationalist,4,710,China,1,0,,10,11,1911,12,31,1911,,7,2,800
657,First Nationalist,4,-8,Nat. Rel. Alliance,2,0,,10,11,1911,12,31,1911,,7,1,200
100,First Balkan,1,640,Turkey,2,,,10,17,1912,4,19,1913,0,11,2,30000
100,First Balkan,1,350,Greece,1,,,10,17,1912,4,19,1913,0,11,1,5000
100,First Balkan,1,355,Bulgaria,1,,,10,17,1912,4,19,1913,0,2,1,32000
100,First Balkan,1,345,Yugoslavia,1,,,10,17,1912,4,19,1913,1,11,1,15000
434,French-Berber,2,220,France,1,,,3,31,1912,9,6,1912,0,6,1,200
434,French-Berber,2,-8,Berbers,2,,,3,31,1912,9,6,1912,1,6,2,3400
435,First Sino-Tibetan,2,710,China,1,,,3,-9,1912,1,-9,1913,0,7,2,2000
435,First Sino-Tibetan,2,-8,Tibet,2,,,3,-9,1912,1,-9,1913,1,7,1,-9
658,Cuban Black Uprising,5,40,Cuba,1,0,,5,20,1912,6,27,1912,,1,1,50
658,Cuban Black Uprising,5,-8,Patri do Indepentente,2,0,,5,20,1912,6,27,1912,,1,2,1000
670,Ecuadorian Civil War,5,130,Ecuador,1,0,,-9,-9,1912,-9,-9,1914,,1,1,-9
670,Ecuadorian Civil War,5,-8,Esmeraldas province,2,0,,-9,-9,1912,-9,-9,1914,,1,2,-9
103,Second Balkan,1,640,Turkey,1,,,7,15,1913,7,30,1913,0,2,1,20000
103,Second Balkan,1,345,Yugoslavia,1,,,6,30,1913,7,30,1913,0,2,1,18500
103,Second Balkan,1,350,Greece,1,,,6,30,1913,7,30,1913,0,2,1,2500
103,Second Balkan,1,355,Bulgaria,2,,,6,30,1913,7,30,1913,1,2,2,18000
103,Second Balkan,1,360,Romania,1,,,7,11,1913,7,30,1913,0,2,1,1500
436,Moroccan Berber,2,220,France,1,,,3,26,1913,5,16,1915,1,6,7,900
436,Moroccan Berber,2,230,Spain,1,,,6,-9,1913,12,-9,1914,0,6,7,-9
436,Moroccan Berber,2,-8,Berbers,2,,,3,26,1913,5,16,1915,0,6,7,1000
436,Moroccan Berber,2,-8,Berbers,2,,,6,-9,1913,12,-9,1914,1,6,7,-8
437,Moro Rebellion,2,2,United States,1,,,6,11,1913,10,22,1913,1,7,1,50
437,Moro Rebellion,2,-8,Moro,2,,,6,11,1913,10,22,1913,0,7,2,1500
671,Second Nationalist,4,710,China,1,0,,7,12,1913,9,1,1913,,7,1,-9
671,Second Nationalist,4,-8,Republicans,2,0,,7,12,1913,9,1,1913,,7,2,-9
106,World War I,1,345,Yugoslavia,1,,,7,29,1914,11,11,1918,0,2,1,70000
106,World War I,1,365,Russia,1,,,8,1,1914,12,5,1917,0,11,1,1700000
106,World War I,1,200,United Kingdom,1,,,8,5,1914,11,11,1918,0,15,1,908371
106,World War I,1,740,Japan,1,,,8,23,1914,11,11,1918,0,7,1,300
106,World War I,1,640,Turkey,2,,,10,28,1914,10,30,1918,0,6,2,325000
106,World War I,1,211,Belgium,1,,,8,4,1914,11,11,1918,0,2,1,13716
106,World War I,1,255,Germany,2,,,8,1,1914,11,11,1918,0,15,2,1773700
106,World War I,1,300,Austria-Hungary,2,,,7,29,1914,11,3,1918,1,2,2,1200000
106,World War I,1,220,France,1,,,8,3,1914,11,11,1918,0,14,1,1385000
672,China Pai Ling (White Wolf),5,710,China,1,0,,3,15,1914,9,15,1914,,7,1,-9
672,China Pai Ling (White Wolf),5,-8,Pai-Lings,2,0,,3,15,1914,9,15,1914,,7,2,-9
673,Fourth Mexican,4,70,Mexico,1,1,,11,19,1914,7,28,1920,,1,1,18750
673,Fourth Mexican,4,-8,Conventionists,2,1,,11,19,1914,7,28,1920,,1,2,12500
106,World War I,1,355,Bulgaria,2,,,10,12,1915,9,29,1918,0,2,2,87500
106,World War I,1,325,Italy,1,,,5,23,1915,11,11,1918,0,2,1,650000
673,Fourth Mexican,4,2,United States,1,1,,3,15,1915,2,5,1917,,1,1,15
106,World War I,1,235,Portugal,1,,,3,1,1916,11,11,1918,0,2,1,7222
106,World War I,1,360,Romania,1,,,8,27,1916,12,9,1917,0,2,1,335706
675,Southern China Revolt,5,710,China,1,0,,1,-9,1916,11,17,1918,,7,1,-9
675,Southern China Revolt,5,-8,Yunnan Rebels,2,0,,1,-9,1916,11,17,1918,,7,2,-9
676,Russia-Turkestan,5,365,Russia,1,0,,7,4,1916,2,27,1917,,2,1,350
676,Russia-Turkestan,5,-8,Kirghiz & Kazaks,2,0,,7,4,1916,2,27,1917,,2,2,1000
106,World War I,1,350,Greece,1,,,6,29,1917,11,11,1918,0,2,1,5000
106,World War I,1,2,United States of America,1,,,4,17,1917,11,11,1918,0,2,1,116516
677,Russian Civil War,4,365,USSR,1,1,,12,9,1917,3,18,1921,,2,1,475000
677,Russian Civil War,4,-8,Anti-Bolsheviks,2,1,,12,9,1917,3,18,1921,,2,2,325000
107,Estonian Liberation,1,366,Estonia,1,,,11,22,1918,1,3,1920,0,2,1,3600
107,Estonian Liberation,1,375,Finland,1,,,12,30,1918,1,3,1920,0,2,1,150
107,Estonian Liberation,1,365,Russia,2,,,11,22,1918,1,3,1920,1,2,2,8000
108,Latvian Liberation,1,255,Germany,1,,,12,7,1918,4,15,1919,0,2,8,450
108,Latvian Liberation,1,365,Russia,2,,,12,2,1918,2,1,1920,1,2,2,8000
108,Latvian Liberation,1,367,Latvia,1,,,12,2,1918,2,1,1920,0,2,1,3046
440,Second Sino-Tibetan,3,710,China,1,,,1,7,1918,8,-9,1918,1,7,6,1000
440,Second Sino-Tibetan,3,-8,Tibet,2,,,1,7,1918,8,-9,1918,0,7,6,500
441,Caco Revolt,2,2,United States,1,,,10,17,1918,5,19,1920,0,1,1,98
441,Caco Revolt,2,-8,Caco Rebels,2,,,10,17,1918,5,19,1920,1,1,2,2004
677,Russian Civil War,4,740,Japan,2,1,,8,3,1918,10,15,1920,,2,2,1500
677,Russian Civil War,4,200,United Kingdom,2,1,,6,23,1918,3,15,1920,,2,2,350
677,Russian Civil War,4,2,United States of America,2,1,,7,1,1918,4,20,1920,,2,2,275
677,Russian Civil War,4,220,France,2,1,,6,23,1918,9,30,1919,,2,2,50
680,Finnish Civil War,4,255,Germany,1,1,,4,3,1918,5,16,1918,,2,1,950
680,Finnish Civil War,4,375,Finland,1,1,,1,28,1918,4,30,1918,,2,1,5300
680,Finnish Civil War,4,365,USSR,2,1,,1,28,1918,5,16,1918,,2,2,400
680,Finnish Civil War,4,-8,Red Guard,2,1,,1,28,1918,4,30,1918,,2,2,8500
681,Western Ukrainian,6,-8,Ukraine Poles,1,0,,11,1,1918,2,13,1919,,2,4,-9
681,Western Ukrainian,6,-8,Ukrainians,2,0,,11,1,1918,2,13,1919,,2,4,-9
108,Latvian Liberation,1,255,Germany,2,,,4,16,1919,7,13,1919,0,2,2,750
108,Latvian Liberation,1,366,Estonia,1,,,1,1,1919,1,3,1920,0,2,1,1000
109,Russo-Polish,1,365,Russia,2,,,2,14,1919,10,18,1920,1,2,2,60000
109,Russo-Polish,1,290,Poland,1,,,2,14,1919,10,18,1920,0,2,1,40000
112,Hungarian Adversaries,1,310,Hungary,2,,,4,16,1919,8,4,1919,0,2,2,6000
112,Hungarian Adversaries,1,315,Czechoslovakia,1,,,4,26,1919,8,4,1919,0,2,1,2000
112,Hungarian Adversaries,1,360,Romania,1,,,4,16,1919,8,4,1919,1,2,1,3000
115,Second Greco-Turkish,1,640,Turkey,1,,,5,5,1919,10,11,1922,0,11,1,20000
115,Second Greco-Turkish,1,350,Greece,2,,,5,5,1919,10,11,1922,1,11,2,30000
116,Franco-Turkish,1,640,Turkey,2,,,11,1,1919,10,20,1921,0,6,3,35000
116,Franco-Turkish,1,220,France,1,,,11,1,1919,10,20,1921,1,6,3,5000
442,Third British-Afghan,3,200,United Kingdom,1,,,5,3,1919,8,8,1919,0,7,3,1136
442,Third British-Afghan,3,-8,Afghanistan,2,,,5,3,1919,8,8,1919,1,7,3,1000
443,First British-Waziristan,3,200,United Kingdom,1,,,5,26,1919,3,-9,1920,0,7,1,800
443,First British-Waziristan,3,-8,Waziristan,2,,,5,26,1919,3,-9,1920,1,7,2,1600
677,Russian Civil War,4,375,Finland,2,1,,4,15,1919,4,30,1919,,2,2,50
682,Sparticist Rising,7,-8,Socialists,1,0,,1,6,1919,5,-9,1919,,2,2,2100
682,Sparticist Rising,7,-8,German Freikorps,2,0,,1,6,1919,5,-9,1919,,2,1,70
683,Hungary's Red Terror,4,310,Hungary,1,0,,3,25,1919,2,15,1920,,2,2,1000
683,Hungary's Red Terror,4,-8,Anti-Communists,2,0,,3,25,1919,2,15,1920,,2,1,500
117,Lithuanian-Polish,1,368,Lithuania,2,,,7,15,1920,12,1,1920,0,2,2,500
117,Lithuanian-Polish,1,290,Poland,1,,,7,15,1920,12,1,1920,1,2,1,500
444,Franco-Syrian,3,220,France,1,,,3,-9,1920,8,7,1920,1,6,1,3500
444,Franco-Syrian,3,-8,Syrians,2,,,3,-9,1920,8,7,1920,0,6,2,-9
445,Iraqi-British,2,200,United Kingdom,1,,,6,5,1920,10,17,1920,0,6,1,1040
445,Iraqi-British,2,-8,Iraq,2,,,6,5,1920,10,17,1920,1,6,2,8500
446,Conquest of Mongolia,3,710,China,1,,,10,10,1920,8,22,1921,0,7,1,4000
446,Conquest of Mongolia,3,-8,Baron von Ungern-Sternberg’s White army,2,,,10,10,1920,8,22,1921,1,7,2,1000
685,First Chinese Warlord,7,-8,Anhui army,1,0,,7,14,1920,7,19,1920,,7,2,-9
685,First Chinese Warlord,7,-8,Chihli & Fengtien,2,0,,7,14,1920,7,19,1920,,7,1,-9
686,Green Rebellion,5,365,USSR,1,0,,8,-9,1920,8,-9,1921,,2,1,1700
686,Green Rebellion,5,-8,Peasants in Ta,2,0,,8,-9,1920,8,-9,1921,,2,2,5000
687,Gilan Marxists,4,630,Iran,1,1,,8,10,1920,11,11,1921,,6,1,-9
687,Gilan Marxists,4,365,USSR,2,1,,8,10,1920,11,11,1921,,6,2,-9
687,Gilan Marxists,4,-8,SSRI,2,1,,8,10,1920,11,11,1921,,6,2,-9
688,Italian Fascist,7,-8,Blackshirts,1,0,,10,-9,1920,10,1,1922,,2,1,300
688,Italian Fascist,7,-8,Leftists,2,0,,10,-9,1920,10,1,1922,,2,2,3000
446,Conquest of Mongolia,3,365,USSR,1,,,5,28,1921,8,22,1921,0,7,1,-9
449,Rif Rebellion,2,230,Spain,1,,,6,1,1921,5,27,1926,1,6,1,50000
449,Rif Rebellion,2,-8,Riffs,2,,,6,1,1921,5,27,1926,0,6,2,10000
450,Moplah Rebellion,2,200,United Kingdom,1,,,8,20,1921,2,-9,1922,0,7,1,50
450,Moplah Rebellion,2,-8,Muslim Moplahs,2,,,8,20,1921,2,-9,1922,1,7,2,2400
690,Kronstadt Rebellion,5,365,USSR,1,0,,3,7,1921,3,18,1921,,2,1,2000
690,Kronstadt Rebellion,5,-8,Sailors,2,0,,3,7,1921,3,18,1921,,2,2,600
691,Bashmachi in Turkestan,5,365,USSR,1,0,,11,10,1921,7,-9,1923,,2,1,1000
691,Bashmachi in Turkestan,5,-8,Basmachi/Enver Pasha,2,0,,11,10,1921,7,-9,1923,,2,2,2500
692,Second Chinese Warlord,7,-8,Chihli army,1,0,,4,8,1922,5,5,1922,,7,1,-9
692,Second Chinese Warlord,7,-8,Fengtien army,2,0,,4,8,1922,5,5,1922,,7,2,-9
447,Italian-Sanusi,2,325,Italy,1,,,3,23,1923,9,12,1931,0,6,1,5000
447,Italian-Sanusi,2,-8,Sanusi tribe,2,,,3,23,1923,9,12,1931,1,6,2,35000
693,Agrarian Rising,4,355,Bulgaria,1,0,,9,23,1923,9,28,1923,,2,1,-9
693,Agrarian Rising,4,-8,Agrarian League,2,0,,9,23,1923,9,28,1923,,2,2,-9
695,De La Huerta Rebellion,4,70,Mexico,1,0,,12,4,1923,2,-9,1924,,1,1,-9
695,De La Huerta Rebellion,4,-8,Huerta Led Rebels,2,0,,12,4,1923,2,-9,1924,,1,2,-9
696,Honduran Conservative,4,91,Honduras,1,0,,2,9,1924,3,31,1924,,1,2,-9
696,Honduran Conservative,4,-8,Conservatives,2,0,,2,9,1924,3,31,1924,,1,1,-9
697,First Afghan Anti-Reform,4,700,Afghanistan,1,0,,3,15,1924,1,15,1925,,7,1,-9
697,First Afghan Anti-Reform,4,-8,Khost rebels (anti-reformists),2,0,,3,15,1924,1,15,1925,,7,2,-9
449,Rif Rebellion,2,220,France,1,,,4,12,1925,5,27,1926,0,6,1,10000
451,Franco-Druze,2,220,France,1,,,7,18,1925,5,27,1927,0,6,1,4000
451,Franco-Druze,2,-8,Druze,2,,,7,18,1925,5,27,1927,1,6,2,2000
698,Third Chinese Warlord,6,-8,Feng Yu-Lxiang army,1,0,,10,15,1925,4,20,1926,,7,2,-9
698,Third Chinese Warlord,6,-8,Chang Tso-lin army,2,0,,10,15,1925,4,20,1926,,7,1,-9
700,Chinese Northern Expedition,4,710,War Lord Gov't.,1,1,,7,1,1926,6,30,1928,,7,2,78000
700,Chinese Northern Expedition,4,-8,Guomindang,2,1,,7,1,1926,6,30,1928,,7,1,48000
701,Cristeros Revolt,4,70,Mexico,1,0,,8,31,1926,6,21,1929,,1,3,6000
701,Cristeros Revolt,4,-8,Cristeros,2,0,,8,31,1926,6,21,1929,,1,3,4000
700,Chinese Northern Expedition,4,740,Japan,2,1,,6,1,1927,6,1,1928,,7,1,500
702,Ethiopian Northern Resistance,5,530,Ethiopia,1,0,,8,-9,1928,4,-9,1930,,6,1,-9
702,Ethiopian Northern Resistance,5,-8,Northern Resistance,2,0,,8,-9,1928,4,-9,1930,,6,2,-9
703,Second Gansu Muslim,5,710,China,1,0,,-9,-9,1928,-9,-9,1930,,7,1,-9
703,Second Gansu Muslim,5,-8,Gansu Muslims,2,0,,-9,-9,1928,-9,-9,1930,,7,2,-9
705,Second Afghan Anti-Reform,4,700,Afghanistan,1,0,,11,10,1928,10,15,1929,,7,1,7500
705,Second Afghan Anti-Reform,4,-8,Habibullah (anti-reformists),2,0,,11,10,1928,10,15,1929,,7,2,7500
118,Manchurian,1,365,USSR,1,,,8,17,1929,12,3,1929,1,7,1,200
118,Manchurian,1,710,China,2,,,8,17,1929,12,3,1929,0,7,2,3000
706,Intra-Guomindang,4,710,China,1,0,,3,1,1929,11,4,1930,,7,1,-9
706,Intra-Guomindang,4,-8,War Lords,2,0,,3,1,1929,11,4,1930,,7,2,-9
707,Escobar Rebellion,4,70,Mexico,1,0,,3,3,1929,5,4,1929,,1,1,400
707,Escobar Rebellion,4,-8,Escobar Led Rebels,2,0,,3,3,1929,5,4,1929,,1,2,1600
708,Ikhwan Revolt,4,670,Saudi Arabia,1,0,,3,30,1929,1,10,1930,,6,1,500
708,Ikhwan Revolt,4,-8,Ikhwan,2,0,,3,30,1929,1,10,1930,,6,2,5000
452,Yen Bai Uprising,2,220,France,1,,,2,9,1930,-9,-9,1931,0,7,1,1
452,Yen Bai Uprising,2,-8,Vietnamese Nationalists,2,,,2,9,1930,-9,-9,1931,1,7,2,1000
453,Saya San's Rebellion,2,200,United Kingdom,1,,,12,22,1930,6,-9,1932,0,7,1,140
453,Saya San's Rebellion,2,-8,Peasant Rebels,2,,,12,22,1930,6,-9,1932,1,7,2,1000
710,"Chinese Civil War, Phase 1",4,710,China,1,0,,11,15,1930,12,31,1936,,7,6,200000
710,"Chinese Civil War, Phase 1",4,-8,Communists,2,0,,11,15,1930,12,31,1936,,7,6,300000
121,Second Sino-Japanese,1,740,Japan,1,,,12,19,1931,5,22,1933,1,7,1,10000
121,Second Sino-Japanese,1,710,China,2,,,12,19,1931,5,22,1933,0,7,2,50000
711,Xinjiang Muslim Revolt,5,710,China,1,1,,2,-9,1931,7,7,1934,,7,1,10000
711,Xinjiang Muslim Revolt,5,-8,Central Asian Rebels,2,1,,2,-9,1931,7,7,1934,,7,2,10000
124,Chaco,1,145,Bolivia,2,,,6,15,1932,6,12,1935,1,1,2,56661
124,Chaco,1,150,Paraguay,1,,,6,15,1932,6,12,1935,0,1,1,36000
712,Matanza,4,92,El Salvador,1,0,,1,20,1932,1,29,1932,,1,1,100
712,Matanza,4,-8,Leftists,2,0,,1,20,1932,1,29,1932,,1,2,2500
713,Aprista Revolt,4,135,Peru,1,0,,5,7,1932,7,17,1932,,1,1,100
713,Aprista Revolt,4,-8,Aprista Rebels,2,0,,5,7,1932,7,17,1932,,1,2,1000
715,Paulista Rebellion,4,140,Brazil,1,0,,6,9,1932,8,31,1932,,1,1,-9
715,Paulista Rebellion,4,-8,Paolistas,2,0,,6,9,1932,8,31,1932,,1,2,-9
125,Saudi-Yemeni,1,670,Saudi Arabia,1,,,3,20,1934,5,13,1934,1,6,1,100
125,Saudi-Yemeni,1,678,Yemen Arab Republic,2,,,3,20,1934,5,13,1934,0,6,2,2000
711,Xinjiang Muslim Revolt,5,365,USSR,1,1,,1,-9,1934,8,-9,1934,,7,1,1000
716,Fukien Revolt,4,710,China,1,0,,1,5,1934,1,15,1934,,7,1,-9
716,Fukien Revolt,4,-8,19th Route Army,2,0,,1,5,1934,1,15,1934,,7,2,-9
717,Spanish Miners,5,230,Spain,1,0,,10,4,1934,10,8,1934,,2,1,284
717,Spanish Miners,5,-8,Asturian Miners,2,0,,10,4,1934,10,8,1934,,2,2,1051
127,Conquest of Ethiopia,1,325,Italy,1,,,10,3,1935,5,9,1936,1,4,1,4000
127,Conquest of Ethiopia,1,530,Ethiopia,2,,,10,3,1935,5,9,1936,0,4,2,16000
454,British-Palestinian,2,200,United Kingdom,1,,,4,20,1936,1,-9,1939,0,6,1,126
454,British-Palestinian,2,-8,Palestinians,2,,,4,20,1936,1,-9,1939,1,6,2,2450
455,Second British-Waziristan,3,200,United Kingdom,1,,,11,25,1936,1,8,1938,0,7,1,200
455,Second British-Waziristan,3,-8,Pathan tribes,2,,,11,25,1936,1,8,1938,1,7,2,10000
718,Spanish Civil War,4,230,Spain,1,1,,7,18,1936,3,29,1939,,2,2,286000
718,Spanish Civil War,4,-8,Falange,2,1,,7,18,1936,3,29,1939,,2,1,174000
718,Spanish Civil War,4,235,Portugal,2,1,,8,1,1936,3,29,1939,,2,1,2000
718,Spanish Civil War,4,255,Germany,2,1,,8,27,1936,3,29,1939,,2,1,300
718,Spanish Civil War,4,325,Italy,2,1,,7,30,1936,3,29,1939,,2,1,4000
130,Third Sino-Japanese,1,710,China,2,,,7,7,1937,12,6,1941,0,7,2,750000
130,Third Sino-Japanese,1,740,Japan,1,,,7,7,1937,12,6,1941,1,7,1,250000
133,Changkufeng,1,365,USSR,2,,,7,29,1938,8,11,1938,0,7,1,1200
133,Changkufeng,1,740,Japan,1,,,7,29,1938,8,11,1938,1,7,2,526
136,Nomonhan,1,365,USSR,1,,,5,11,1939,9,16,1939,0,7,1,5000
136,Nomonhan,1,712,Mongolia,1,,,5,11,1939,9,16,1939,0,7,1,3000
136,Nomonhan,1,740,Japan,2,,,5,11,1939,9,16,1939,1,7,2,20000
139,World War II,1,20,Canada,1,,,9,10,1939,8,14,1945,0,2,1,41992
139,World War II,1,200,United Kingdom,1,,,9,3,1939,8,14,1945,0,15,1,418765
139,World War II,1,900,Australia,1,,,9,3,1939,8,14,1945,0,16,1,33826
139,World War II,1,920,New Zealand,1,,,9,3,1939,8,14,1945,0,16,1,12200
139,World War II,1,255,Germany,2,,,9,1,1939,5,7,1945,1,14,2,3500000
139,World War II,1,290,Poland,1,,,9,1,1939,9,27,1939,0,2,1,320000
139,World War II,1,220,France,1,,,9,3,1939,8,14,1945,0,2,1,210824
139,World War II,1,560,South Africa,1,,,9,6,1939,8,14,1945,0,4,1,8700
142,Russo-Finnish,1,375,Finland,2,,,11,30,1939,3,12,1940,0,2,2,24923
142,Russo-Finnish,1,365,USSR,1,,,11,30,1939,3,12,1940,1,2,1,126875
139,World War II,1,211,Belgium,1,,,5,10,1940,5,28,1940,0,2,1,9600
139,World War II,1,220,France,2,,,7,7,1940,7,14,1941,0,2,2,2500
139,World War II,1,385,Norway,1,,,4,9,1940,6,9,1940,0,2,1,3000
139,World War II,1,210,Netherlands,1,,,5,10,1940,5,14,1940,0,2,1,7900
139,World War II,1,325,Italy,2,,,6,10,1940,9,2,1943,0,14,2,174500
139,World War II,1,350,Greece,1,,,10,25,1940,4,23,1941,0,2,1,18300
145,Franco-Thai,1,220,France,2,,,12,1,1940,1,28,1941,0,7,2,700
145,Franco-Thai,1,800,Thailand,1,,,12,1,1940,1,28,1941,1,7,1,700
139,World War II,1,310,Hungary,2,,,6,27,1941,1,20,1945,0,2,2,136000
139,World War II,1,345,Yugoslavia,1,,,4,6,1941,4,17,1941,0,2,1,305000
139,World War II,1,375,Finland,2,,,6,25,1941,9,19,1944,0,2,2,65000
139,World War II,1,2,United States of America,1,,,12,7,1941,8,14,1945,0,19,1,405400
139,World War II,1,360,Romania,2,,,6,22,1941,8,23,1944,0,2,2,290000
139,World War II,1,355,Bulgaria,2,,,12,13,1941,9,8,1944,0,2,2,9000
139,World War II,1,365,USSR,1,,,6,22,1941,8,14,1945,0,12,1,7500000
139,World War II,1,740,Japan,2,,,12,7,1941,8,14,1945,0,17,2,1740000
139,World War II,1,710,China,1,,,12,7,1941,8,14,1945,0,7,1,1350000
139,World War II,1,530,Ethiopia,1,,,1,24,1941,7,3,1941,0,4,1,5000
139,World War II,1,325,Italy,1,,,10,18,1943,5,7,1945,0,14,1,52400
139,World War II,1,360,Romania,1,,,9,9,1944,5,7,1945,0,2,1,10000
139,World War II,1,355,Bulgaria,1,,,9,9,1944,5,7,1945,0,2,1,1000
139,World War II,1,140,Brazil,1,,,7,6,1944,5,7,1945,0,2,1,1000
720,Greek Civil War,4,200,United Kingdom,1,1,,12,5,1944,1,11,1945,,2,1,237
720,Greek Civil War,4,350,Greece,1,1,,12,3,1944,10,16,1949,,2,1,17970
720,Greek Civil War,4,-8,Communists,2,1,,12,3,1944,10,16,1949,,2,2,50000
139,World War II,1,712,Mongolia,1,,,8,10,1945,8,14,1945,0,7,1,3000
456,Indonesian,2,200,United Kingdom,1,,,11,10,1945,10,15,1946,0,7,3,1000
456,Indonesian,2,210,Netherlands,1,,,11,10,1945,10,15,1946,0,7,3,800
456,Indonesian,2,-8,Indonesia,2,,,11,10,1945,10,15,1946,1,7,3,3600
721,Polish Ukrainians,5,290,Poland,1,1,,5,8,1945,11,18,1947,,2,1,11000
721,Polish Ukrainians,5,365,USSR,1,1,,5,8,1945,11,18,1947,,2,1,5000
721,Polish Ukrainians,5,-8,UPA,2,1,,5,8,1945,11,18,1947,,2,2,8700
722,Ukrainian Partisans,5,365,USSR,1,0,,5,8,1945,12,31,1947,,2,1,35000
