ccode1,ccode2,year,country1,country2
2,225,1869,United States of America,Switzerland
2,225,1874,United States of America,Switzerland
2,225,1879,United States of America,Switzerland
2,225,1884,United States of America,Switzerland
2,225,1889,United States of America,Switzerland
2,225,1894,United States of America,Switzerland
2,225,1899,United States of America,Switzerland
2,225,1904,United States of America,Switzerland
2,225,1909,United States of America,Switzerland
2,225,1914,United States of America,Switzerland
2,225,1920,United States of America,Switzerland
2,225,1925,United States of America,Switzerland
2,225,1930,United States of America,Switzerland
2,225,1935,United States of America,Switzerland
2,225,1940,United States of America,Switzerland
2,225,1950,United States of America,Switzerland
2,225,1955,United States of America,Switzerland
2,225,1960,United States of America,Switzerland
2,225,1965,United States of America,Switzerland
2,225,1970,United States of America,Switzerland
2,225,1975,United States of America,Switzerland
2,225,1980,United States of America,Switzerland
2,225,1985,United States of America,Switzerland
2,225,1990,United States of America,Switzerland
2,225,1995,United States of America,Switzerland
2,225,2000,United States of America,Switzerland
2,225,2005,United States of America,Switzerland
2,230,1817,United States of America,Spain
2,230,1827,United States of America,Spain
2,230,1832,United States of America,Spain
2,230,1836,United States of America,Spain
2,230,1840,United States of America,Spain
2,230,1844,United States of America,Spain
2,230,1849,United States of America,Spain
2,230,1854,United States of America,Spain
2,230,1859,United States of America,Spain
2,230,1864,United States of America,Spain
2,230,1869,United States of America,Spain
2,230,1874,United States of America,Spain
2,230,1879,United States of America,Spain
2,230,1884,United States of America,Spain
2,230,1889,United States of America,Spain
2,230,1894,United States of America,Spain
2,230,1899,United States of America,Spain
2,230,1904,United States of America,Spain
2,230,1909,United States of America,Spain
2,230,1914,United States of America,Spain
2,230,1920,United States of America,Spain
2,230,1925,United States of America,Spain
2,230,1930,United States of America,Spain
2,230,1935,United States of America,Spain
2,230,1940,United States of America,Spain
2,230,1950,United States of America,Spain
2,230,1955,United States of America,Spain
2,230,1960,United States of America,Spain
2,230,1965,United States of America,Spain
2,230,1970,United States of America,Spain
2,230,1975,United States of America,Spain
2,230,1980,United States of America,Spain
2,230,1985,United States of America,Spain
2,230,1990,United States of America,Spain
2,230,1995,United States of America,Spain
2,230,2000,United States of America,Spain
2,230,2005,United States of America,Spain
2,232,2000,United States of America,Andorra
2,232,2005,United States of America,Andorra
2,235,1827,United States of America,Portugal
2,235,1832,United States of America,Portugal
2,235,1836,United States of America,Portugal
2,235,1840,United States of America,Portugal
2,235,1844,United States of America,Portugal
2,235,1849,United States of America,Portugal
2,235,1854,United States of America,Portugal
2,235,1859,United States of America,Portugal
2,235,1864,United States of America,Portugal
2,235,1869,United States of America,Portugal
2,235,1874,United States of America,Portugal
2,235,1879,United States of America,Portugal
2,235,1884,United States of America,Portugal
2,235,1889,United States of America,Portugal
2,235,1894,United States of America,Portugal
2,235,1899,United States of America,Portugal
2,235,1904,United States of America,Portugal
2,235,1909,United States of America,Portugal
2,235,1914,United States of America,Portugal
2,235,1920,United States of America,Portugal
2,235,1925,United States of America,Portugal
2,235,1930,United States of America,Portugal
2,235,1935,United States of America,Portugal
2,235,1940,United States of America,Portugal
2,235,1950,United States of America,Portugal
2,235,1955,United States of America,Portugal
2,235,1960,United States of America,Portugal
2,235,1965,United States of America,Portugal
2,235,1970,United States of America,Portugal
2,235,1975,United States of America,Portugal
2,235,1980,United States of America,Portugal
2,235,1985,United States of America,Portugal
2,235,1990,United States of America,Portugal
2,235,1995,United States of America,Portugal
2,235,2000,United States of America,Portugal
2,235,2005,United States of America,Portugal
2,245,1869,United States of America,Bavaria
2,255,1817,United States of America,Germany
2,255,1827,United States of America,Germany
2,255,1832,United States of America,Germany
2,255,1836,United States of America,Germany
2,255,1840,United States of America,Germany
2,255,1844,United States of America,Germany
2,255,1849,United States of America,Germany
2,255,1854,United States of America,Germany
2,255,1859,United States of America,Germany
2,255,1864,United States of America,Germany
2,255,1869,United States of America,Germany
2,255,1874,United States of America,Germany
2,255,1879,United States of America,Germany
2,255,1884,United States of America,Germany
2,255,1889,United States of America,Germany
2,255,1894,United States of America,Germany
2,255,1899,United States of America,Germany
2,255,1904,United States of America,Germany
2,255,1909,United States of America,Germany
2,255,1914,United States of America,Germany
2,255,1920,United States of America,Germany
2,255,1925,United States of America,Germany
2,255,1930,United States of America,Germany
2,255,1935,United States of America,Germany
2,255,1940,United States of America,Germany
2,255,1990,United States of America,Germany
2,255,1995,United States of America,Germany
2,255,2000,United States of America,Germany
2,255,2005,United States of America,Germany
2,260,1955,United States of America,German Federal Republic
2,260,1960,United States of America,German Federal Republic
2,260,1965,United States of America,German Federal Republic
2,260,1970,United States of America,German Federal Republic
2,260,1975,United States of America,German Federal Republic
2,260,1980,United States of America,German Federal Republic
2,260,1985,United States of America,German Federal Republic
2,265,1975,United States of America,German Democratic Republic
2,265,1980,United States of America,German Democratic Republic
2,265,1985,United States of America,German Democratic Republic
2,267,1869,United States of America,Baden
2,271,1869,United States of America,Wuerttemburg
2,290,1920,United States of America,Poland
2,290,1925,United States of America,Poland
2,290,1930,United States of America,Poland
2,290,1935,United States of America,Poland
2,290,1950,United States of America,Poland
2,290,1955,United States of America,Poland
2,290,1960,United States of America,Poland
2,290,1965,United States of America,Poland
2,290,1970,United States of America,Poland
2,290,1975,United States of America,Poland
2,290,1980,United States of America,Poland
2,290,1985,United States of America,Poland
2,290,1990,United States of America,Poland
2,290,1995,United States of America,Poland
2,290,2000,United States of America,Poland
2,290,2005,United States of America,Poland
2,300,1840,United States of America,Austria-Hungary
2,300,1844,United States of America,Austria-Hungary
2,300,1849,United States of America,Austria-Hungary
2,300,1854,United States of America,Austria-Hungary
2,300,1859,United States of America,Austria-Hungary
2,300,1864,United States of America,Austria-Hungary
2,300,1869,United States of America,Austria-Hungary
2,300,1874,United States of America,Austria-Hungary
2,300,1879,United States of America,Austria-Hungary
2,300,1884,United States of America,Austria-Hungary
2,300,1889,United States of America,Austria-Hungary
2,300,1894,United States of America,Austria-Hungary
2,300,1899,United States of America,Austria-Hungary
2,300,1904,United States of America,Austria-Hungary
2,300,1909,United States of America,Austria-Hungary
2,300,1914,United States of America,Austria-Hungary
2,305,1955,United States of America,Austria
2,305,1960,United States of America,Austria
2,305,1965,United States of America,Austria
2,305,1970,United States of America,Austria
2,305,1975,United States of America,Austria
2,305,1980,United States of America,Austria
2,305,1985,United States of America,Austria
2,305,1990,United States of America,Austria
2,305,1995,United States of America,Austria
2,305,2000,United States of America,Austria
2,305,2005,United States of America,Austria
2,310,1925,United States of America,Hungary
2,310,1930,United States of America,Hungary
2,310,1935,United States of America,Hungary
2,310,1940,United States of America,Hungary
2,310,1950,United States of America,Hungary
2,310,1955,United States of America,Hungary
2,310,1960,United States of America,Hungary
2,310,1965,United States of America,Hungary
2,310,1970,United States of America,Hungary
2,310,1975,United States of America,Hungary
2,310,1980,United States of America,Hungary
2,310,1985,United States of America,Hungary
2,310,1990,United States of America,Hungary
