,WarNum,WarName,WarType,Ccode,Player,Side,Intnl,Unnamed: 7,StartMonth,StartDay,StartYear,EndMonth,EndDay,EndYear,Intiator,WhereFought,Outcome,Death,stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,version,exact_match,war_sum_milex,war_sum_milper,war_sum_irst,war_sum_pec,war_milex_pct,war_milper_pct,war_irst_pct,war_pect_pct
46559,169,Six Day War,1,651,Egypt,2,,,6,5,1967,6,10,1967,0,6,2,10000,EGY,651,1967,570377,220,203,10151,30892,9287,0.0064842,2011,TRUE,1257777,435,287,17467,0.453480227,0.505747126,0.707317073,0.581153031
46665,172,War of Attrition,1,651,Egypt,2,,,3,6,1969,8,7,1970,1,6,6,5000,EGY,651,1969,975161,230,304,7009,32316,10034,0.0066522,2011,TRUE,1655959,330,424,15374,0.588879918,0.696969697,0.716981132,0.455899571
46773,181,Yom Kippur War,1,651,Egypt,2,,,10,6,1973,10,24,1973,1,6,2,7700,EGY,651,1973,3194479,390,294,12291,35366,11122,0.0086497,2011,TRUE,8812100,885,414,81021,0.362510525,0.440677966,0.710144928,0.151701411
46895,211,Gulf War,1,651,Egypt,1,,,1,16,1991,4,11,1991,0,6,1,14,EGY,651,1991,1650000,434,2541,58023,54531,17654,0.0085064,2011,TRUE,442916070,6255,157888,4430839,0.003725311,0.069384492,0.016093687,0.013095263
46921,315,Brazil-Argentine,3,140,Brazil,1,,,1,1,1826,10,27,1828,0,1,2,4000,BRA,140,1826,-9,18,0,0,4901,0,0.005787,2011,TRUE,-9,18,0,0,0,1,0,0
47121,525,Cabanos Revolt,5,140,Brazil,1,0,,1,6,1835,5,-9,1837,,1,1,-9,BRA,140,1835,906,12,0,0,5694,0,0.0072216,2011,TRUE,906,12,0,0,1,1,0,0
47312,526,Farroupilha War,5,140,Brazil,1,0,,9,19,1835,3,1,1845,,1,1,-9,BRA,140,1835,906,12,0,0,5694,0,0.0072216,2011,TRUE,906,12,0,0,1,1,0,0
47505,531,Sabinada Rebellion,5,140,Brazil,1,0,,11,7,1837,3,13,1838,,1,1,600,BRA,140,1837,996,15,0,3,5888,0,0.0077571,2011,TRUE,996,15,0,3,1,1,0,1
47710,19,La Plata,1,140,Brazil,1,,,7,19,1851,2,3,1852,1,1,1,500,BRA,140,1851,-9,20,0,53,7344,108,0.0074407,2011,TRUE,-18,25,0,108,0,0.8,0,0.490740741
47914,49,Lopez,1,140,Brazil,1,,,11,12,1864,3,1,1870,0,1,1,100000,BRA,140,1864,2413,19,0,176,8945,209,0.0055131,2011,TRUE,2968,64,0,343,0.813005391,0.296875,0,0.513119534
48134,620,Brazil Federalists,5,140,Brazil,1,0,,2,2,1893,8,31,1894,,1,1,1500,BRA,140,1893,2312,38,0,546,15216,1051,0.0088964,2011,TRUE,2312,38,0,546,1,1,0,1
48325,621,Brazil Naval,4,140,Brazil,1,0,,9,6,1893,4,16,1894,,1,1,1000,BRA,140,1893,2312,38,0,546,15216,1051,0.0088964,2011,TRUE,2312,38,0,546,1,1,0,1
48519,632,Third Brazil-Canudos,5,140,Brazil,1,0,,10,1,1896,10,5,1897,,1,1,2200,BRA,140,1896,2749,36,0,631,16346,1452,0.0099323,2011,TRUE,2749,36,0,631,1,1,0,1
48746,715,Paulista Rebellion,4,140,Brazil,1,0,,6,9,1932,8,31,1932,,1,1,-9,BRA,140,1932,55552,71,34,2615,34957,3385,0.0114392,2011,TRUE,55552,71,34,2615,1,1,1,1
48949,139,World War II,1,140,Brazil,1,,,7,6,1944,5,7,1945,0,2,1,1000,BRA,140,1944,144000,-9,221,3696,45141,4990,0.011036,2011,TRUE,39435138,21672,142953,1972270,0.003651566,-0.000415282,0.001545963,0.001873983
49190,538,"First Argentina War, Phase 2",4,160,Argentina,1,0,,1,1,1841,12,6,1842,,1,1,300,ARG,160,1841,386,7,0,20,643,102,0.0033369,2011,TRUE,386,7,0,20,1,1,0,1
49364,327,Uruguay War,3,160,Argentina,1,,,2,16,1843,7,18,1851,1,1,4,1500,ARG,160,1843,239,-9,0,22,700,104,0.0030013,2011,TRUE,29947,526,2639,54981,0.007980766,-0.017110266,0,0.000400138
49544,19,La Plata,1,160,Argentina,2,,,7,19,1851,2,3,1852,0,1,2,800,ARG,160,1851,-9,5,0,55,966,114,0.0026585,2011,TRUE,-18,25,0,108,0,0.2,0,0.509259259
49724,351,Argentine-Buenos Aires,3,160,Argentina,1,,,5,29,1859,10,23,1859,1,1,1,500,ARG,160,1859,-9,5,0,140,1283,138,0.0026541,2011,TRUE,-9,5,0,140,0,1,0,1
49898,573,Third Buenos Aires,5,160,Argentina,1,0,,8,20,1861,12,2,1861,,1,2,500,ARG,160,1861,-9,5,0,168,1369,146,0.0020664,2011,TRUE,-9,5,0,168,0,1,0,1
50072,581,Second Argentina,4,160,Argentina,1,0,,4,2,1863,11,12,1863,,1,1,-9,ARG,160,1863,-9,12,0,172,1461,155,0.0023729,2011,TRUE,-9,12,0,172,0,1,0,1
50246,49,Lopez,1,160,Argentina,1,,,3,5,1865,3,1,1870,0,1,1,10000,ARG,160,1865,564,15,0,167,1559,164,0.002737,2011,TRUE,2968,64,0,343,0.190026954,0.234375,0,0.486880466
50419,586,Third Argentina,4,160,Argentina,1,0,,12,15,1866,10,15,1867,,1,1,-9,ARG,160,1866,-9,15,0,182,1616,169,0.0026791,2011,TRUE,-9,15,0,182,0,1,0,1
50595,593,Fourth Argentina,5,160,Argentina,1,0,,5,20,1870,3,13,1871,,1,1,-9,ARG,160,1870,746,15,0,219,1859,185,0.0029051,2011,TRUE,746,15,0,219,1,1,0,1
50771,600,Fifth Argentina,4,160,Argentina,1,0,,9,-9,1874,11,6,1874,,1,1,-9,ARG,160,1874,115,7,0,253,2073,216,0.0021266,2011,TRUE,115,7,0,253,1,1,0,1
50948,608,Argentine Indians,5,160,Argentina,1,0,,4,6,1879,7,8,1880,,1,1,200,ARG,160,1879,896,8,0,305,2387,262,0.0030104,2011,TRUE,896,8,0,305,1,1,0,1
51121,610,Fourth Buenos Aires,5,160,Argentina,1,0,,6,21,1880,7,21,1880,,1,1,400,ARG,160,1880,784,9,0,392,2457,272,0.0029934,2011,TRUE,784,9,0,392,1,1,0,1
51368,740,Argentine Military,4,160,Argentina,1,0,,6,15,1955,9,19,1955,,1,2,-9,ARG,160,1955,411867,148,218,13525,18928,7415,0.0073768,2011,TRUE,411867,148,218,13525,1,1,1,1
51560,800,Argentine Leftists,4,160,Argentina,1,0,,2,-9,1975,3,-9,1977,,1,1,250,ARG,160,1975,628415,160,2043,51112,26049,10046,0.0058829,2011,TRUE,628415,160,2043,51112,1,1,1,1
51739,202,Falkland Islands,1,160,Argentina,2,,,3,25,1982,6,15,1982,1,1,2,746,ARG,160,1982,4147000,175,2752,62916,28966,12460,0.0068102,2011,TRUE,28316041,510,16456,372653,0.146454089,0.343137255,0.167233836,0.168832667
51782,510,Miguelite War,4,235,Portugal,1,1,,7,11,1828,5,26,1834,,2,2,12000,POR,235,1828,-9,42,0,0,3024,205,0.0113942,2011,TRUE,8894,192,600,30981,-0.001011918,0.21875,0,0
51986,522,First Carlist War,4,235,Portugal,1,1,,10,15,1835,2,15,1836,,2,1,50,POR,235,1835,1259,54,0,0,3199,221,0.0140591,2011,TRUE,21376,589,1245,37743,0.058897829,0.091680815,0,0
52236,393,Zambezi Conquest,3,235,Portugal,1,,,-9,-9,1888,-9,-9,1888,1,4,1,-9,POR,235,1888,1525,28,0,496,4960,400,0.0046257,2011,TRUE,1525,28,0,496,1,1,0,1
52440,403,Portuguese-Gaza Empire,3,235,Portugal,1,,,2,1,1895,12,28,1895,1,4,1,50,POR,235,1895,1585,33,0,619,5220,433,0.0044914,2011,TRUE,1585,33,0,619,1,1,0,1
52644,420,Bailundu Revolt,3,235,Portugal,1,,,-9,-9,1902,-9,-9,1903,0,4,1,-9,POR,235,1902,1732,36,0,976,5500,558,0.0041309,2011,TRUE,1732,36,0,976,1,1,0,1
52841,421,Kuanhama Rebellion,3,235,Portugal,1,,,-9,-9,1902,-9,-9,1904,0,4,6,2000,POR,235,1902,1732,36,0,976,5500,558,0.0041309,2011,TRUE,1732,36,0,976,1,1,0,1
53043,430,Dembos War,3,235,Portugal,1,,,-9,-9,1907,-9,-9,1910,1,4,1,100,POR,235,1907,2497,39,0,1188,5740,595,0.0043482,2011,TRUE,2497,39,0,1188,1,1,0,1
53249,106,World War I,1,235,Portugal,1,,,3,1,1916,11,11,1918,0,2,1,7222,POR,235,1916,6425,125,0,1091,6000,592,0.0026711,2011,TRUE,7553077,9278,79683,1292901,0.000850647,0.013472731,0,0.000843839
53466,718,Spanish Civil War,4,235,Portugal,2,1,,8,1,1936,3,29,1939,,2,1,2000,POR,235,1936,18454,36,0,1576,7330,938,0.0027249,2011,TRUE,3630841,1450,21606,208223,0.005082569,0.024827586,0,0.007568808
53688,469,Angolan-Portuguese,2,235,Portugal,1,,,2,3,1961,10,14,1974,0,4,4,4000,POR,235,1961,170725,75,6,2829,8938,1150,0.0018871,2011,TRUE,170725,75,6,2829,1,1,1,1
53888,471,Mozambique-Portuguese,2,235,Portugal,1,,,9,25,1964,6,25,1975,0,4,2,3500,POR,235,1964,223295,302,250,3266,9122,1131,0.0036154,2011,TRUE,223295,302,250,3266,1,1,1,1
54120,520,First Mexican,4,70,Mexico,1,0,,1,2,1832,12,11,1832,,1,2,-9,MEX,70,1832,-9,25,0,0,6447,130,0.0096307,2011,TRUE,-9,25,0,0,0,1,0,0
54305,527,Texan,5,70,Mexico,1,0,,10,1,1835,4,22,1836,,1,2,1500,MEX,70,1835,-9,25,0,0,6657,136,0.0098031,2011,TRUE,-9,25,0,0,0,1,0,0
54493,541,Triangular Revolt,4,70,Mexico,1,0,,9,4,1841,10,6,1841,,1,2,-9,MEX,70,1841,-9,20,0,5,7061,149,0.00884,2011,TRUE,-9,20,0,5,0,1,0,1
54680,7,Mexican-American,1,70,Mexico,2,,,4,25,1846,9,14,1847,0,1,2,6000,MEX,70,1846,5283,20,0,12,7403,161,0.0179395,2011,TRUE,14789,59,777,4875,0.357224965,0.338983051,0,0.002461538
54864,553,"Mayan Caste War, Phase 2",5,70,Mexico,1,0,,8,17,1848,3,4,1855,,1,1,-9,MEX,70,1848,-9,21,0,13,7534,166,0.0086817,2011,TRUE,-9,21,0,13,0,1,0,1
55053,558,Puebla War,4,70,Mexico,1,0,,12,11,1855,3,21,1856,,1,1,600,MEX,70,1855,-9,26,0,22,7917,184,0.0078971,2011,TRUE,-9,26,0,22,0,1,0,1
55238,561,Mexican Reform,4,70,Mexico,1,0,,2,15,1858,1,1,1861,,1,4,-9,MEX,70,1858,-9,26,0,32,8198,193,0.0082071,2011,TRUE,-9,26,0,32,0,1,0,1
55424,40,Franco-Mexican,1,70,Mexico,1,,,4,16,1862,2,5,1867,0,1,4,12000,MEX,70,1862,-9,27,0,64,8611,205,0.0052148,2011,TRUE,26753,547,1091,16322,-0.000336411,0.049360146,0,0.003921088
55611,587,Queretaro,4,70,Mexico,1,0,,2,6,1867,5,14,1867,,1,2,1500,MEX,70,1867,-9,33,0,69,9022,221,0.0055965,2011,TRUE,-9,33,0,69,0,1,0,1
55802,602,Diaz Revolt,4,70,Mexico,1,0,,3,-9,1876,11,23,1876,,1,2,1900,MEX,70,1876,2179,22,10,100,9694,253,0.0061491,2011,TRUE,2179,22,10,100,1,1,1,1
56007,635,Second Yaqui War,5,70,Mexico,1,0,,7,21,1899,1,18,1900,,1,1,100,MEX,70,1899,1140,33,10,409,13406,358,0.0047437,2011,TRUE,1140,33,10,409,1,1,1,1
56200,652,Third Mexican,4,70,Mexico,1,0,,11,20,1910,7,15,1914,,1,2,56250,MEX,70,1910,2083,31,0,2083,15160,590,0.005116,2011,TRUE,2083,31,0,2083,1,1,0,1
56386,673,Fourth Mexican,4,70,Mexico,1,1,,11,19,1914,7,28,1920,,1,1,18750,MEX,70,1914,22000,30,0,1310,15090,690,0.0045624,2011,TRUE,22000,30,0,1310,1,1,0,1
56577,695,De La Huerta Rebellion,4,70,Mexico,1,0,,12,4,1923,2,-9,1924,,1,1,-9,MEX,70,1923,61277,66,60,2501,14693,889,0.0070271,2011,TRUE,61277,66,60,2501,1,1,1,1
56762,701,Cristeros Revolt,4,70,Mexico,1,0,,8,31,1926,6,21,1929,,1,3,6000,MEX,70,1926,46032,64,79,5313,15468,1117,0.00744,2011,TRUE,46032,64,79,5313,1,1,1,1
56947,707,Escobar Rebellion,4,70,Mexico,1,0,,3,3,1929,5,4,1929,,1,1,400,MEX,70,1929,47287,70,102,4792,16930,1404,0.0072942,2011,TRUE,47287,70,102,4792,1,1,1,1
57313,442,Third British-Afghan,3,-8,Afghanistan,2,,,5,3,1919,8,8,1919,1,7,3,1000,AFG,700,1919,-9,-9,-9,-9,6231,0,0.002546,2011,TRUE,745200,1324,8012,201762,-1.20773E-05,-0.006797583,-0.001123315,-4.4607E-05
57412,697,First Afghan Anti-Reform,4,700,Afghanistan,1,0,,3,15,1924,1,15,1925,,7,1,-9,AFG,700,1924,-9,65,0,0,6609,0,0.0031195,2011,TRUE,-9,65,0,0,0,1,0,0
57510,705,Second Afghan Anti-Reform,4,700,Afghanistan,1,0,,11,10,1928,10,15,1929,,7,1,7500,AFG,700,1928,-9,60,0,0,6925,0,0.0030185,2011,TRUE,-9,60,0,0,0,1,0,0
57654,810,Saur Revolution,4,700,Afghanistan,1,0,,4,27,1978,4,28,1978,,7,2,1800,AFG,700,1978,59400,110,0,756,16064,1256,0.0015876,2011,TRUE,59400,110,0,756,1,1,0,1
57748,812,First Afghan Mujahideen Uprising,4,700,Afghanistan,1,1,,9,1,1978,2,21,1980,,7,4,11800,AFG,700,1978,59400,110,0,756,16064,1256,0.0015876,2011,TRUE,180059400,4010,149000,1801977,0.000329891,0.027431421,0,0.000419539
57844,476,Soviet Quagmire,3,700,Afghanistan,1,,,2,22,1980,2,15,1989,0,7,4,30000,AFG,700,1980,238087,43,0,608,16063,1413,0.0011965,2011,TRUE,238087,43,0,608,1,1,0,1
57947,851,Second Afghan Mujahideen Uprising,4,700,Afghanistan,1,0,,2,16,1989,10,6,2001,,7,4,-9,AFG,700,1989,-9,55,0,810,14346,1995,0.0012824,2011,TRUE,-9,55,0,810,0,1,0,1
58053,225,Invasion of Afghanistan,1,700,Afghanistan,2,,,10,7,2001,12,22,2001,0,7,4,4000,AFG,700,2001,245000,-9,0,677,22080,4162,0.0012151,2011,TRUE,404730000,1952,145299,4358395,0.000605342,-0.004610656,0,0.000155332
58147,481,Afghan Resistance,3,700,Afghanistan,1,,,12,23,2001,12,31,2007,1,7,5,1600,AFG,700,2001,245000,-9,0,677,22080,4162,0.0012151,2011,TRUE,109267000,892,99998,1654837,0.002242214,-0.010089686,0,0.000409104
58465,567,"Taiping Rebellion, Phase 2",4,710,China,1,1,,10,25,1860,2,9,1866,,7,1,26000,CHN,710,1860,-9,1000,10,0,379382,-9,0.1742875,2011,TRUE,23566,1305,4016,82989,-0.000381906,0.766283525,0.00249004,0
58618,568,Second Nien Revolt,5,710,China,1,0,,10,25,1860,8,16,1868,,7,1,-9,CHN,710,1860,-9,1000,10,0,379382,-9,0.1742875,2011,TRUE,-9,1000,10,0,0,1,1,0
58771,570,Miao Revolt Phase 2,5,710,China,1,0,,10,25,1860,5,1,1872,,7,1,-9,CHN,710,1860,-9,1000,10,0,379382,-9,0.1742875,2011,TRUE,-9,1000,10,0,0,1,1,0
58924,571,Panthay Rebellion Phase 2,5,710,China,1,0,,10,25,1860,12,26,1872,,7,1,-9,CHN,710,1860,-9,1000,10,0,379382,-9,0.1742875,2011,TRUE,-9,1000,10,0,0,1,1,0
59079,576,Tungan Rebellion,5,710,China,1,0,,5,-9,1862,10,24,1873,,7,1,-9,CHN,710,1862,-9,1000,10,0,370015,-9,0.170761,2011,TRUE,-9,1000,10,0,0,1,1,0
59234,582,Xinjiang Muslim Revolt,5,710,China,1,1,,7,-9,1864,7,3,1871,,7,2,-9,CHN,710,1864,-9,1000,10,0,360880,-9,0.1593894,2011,TRUE,22400,1765,369,2038,-0.000401786,0.566572238,0.027100271,0
59389,585,Yellow Cliff Revolt,5,710,China,1,0,,10,-9,1866,10,-9,1866,,7,1,-9,CHN,710,1866,-9,1000,10,0,351970,-9,0.171008,2011,TRUE,-9,1000,10,0,0,1,1,0
59552,603,Defeat of Xinjiang Muslims,5,710,China,1,0,,4,-9,1876,12,1,1877,,7,1,-9,CHN,710,1876,-9,1000,10,0,358757,-9,0.163194,2011,TRUE,-9,1000,10,0,0,1,1,0
59712,385,Third Franco-Vietnamese,3,710,China,2,,,12,14,1883,6,14,1884,0,7,4,1000,CHN,710,1883,-9,1000,20,75,373361,-9,0.1629529,2011,TRUE,39686,1588,2059,31086,-0.00022678,0.629722922,0.009713453,0.002412662
59866,67,Sino-French,1,710,China,2,,,6,15,1884,6,9,1885,0,7,2,10000,CHN,710,1884,-9,1000,20,126,375495,-9,0.1621223,2011,TRUE,35786,1526,1892,31304,-0.000251495,0.655307995,0.010570825,0.004025045
60026,618,Zaili-Jinden Revolt,5,710,China,1,0,,11,11,1891,12,27,1891,,7,1,500,CHN,710,1891,-9,1000,20,250,406077,-9,0.154692,2011,TRUE,-9,1000,20,250,0,1,1,1
60182,73,First Sino-Japanese,1,710,China,2,,,7,25,1894,3,30,1895,0,7,2,10000,CHN,710,1894,-9,1000,20,255,421000,-9,0.1540882,2011,TRUE,13158,1083,44,4854,-0.000683995,0.923361034,0.454545455,0.052533993
60336,628,First Gansu Muslim,5,710,China,1,0,,4,-9,1895,4,-9,1896,,7,1,-9,CHN,710,1895,-9,1000,20,257,421763,-9,0.1521999,2011,TRUE,-9,1000,20,257,0,1,1,1
60494,82,Boxer Rebellion,1,710,China,2,,,6,17,1900,8,14,1900,0,7,2,2000,CHN,710,1900,12241,1000,0,233,425577,-9,0.1199774,2011,TRUE,270293,3558,19114,532556,0.045287891,0.281056773,0,0.000437513
60647,83,Sino-Russian,1,710,China,2,,,7,17,1900,10,10,1900,0,7,2,3758,CHN,710,1900,12241,1000,0,233,425577,-9,0.1199774,2011,TRUE,55345,2142,2216,34163,0.221176258,0.466853408,0,0.006820244
60811,657,First Nationalist,4,710,China,1,0,,10,11,1911,12,31,1911,,7,2,800,CHN,710,1911,11880,1003,39,9063,451576,-9,0.1134478,2011,TRUE,11880,1003,39,9063,1,1,1,1
60965,435,First Sino-Tibetan,2,710,China,1,,,3,-9,1912,1,-9,1913,0,7,2,2000,CHN,710,1912,-9,450,3,9076,452888,-9,0.1136428,2011,TRUE,-9,450,3,9076,0,1,1,1
61119,671,Second Nationalist,4,710,China,1,0,,7,12,1913,9,1,1913,,7,1,-9,CHN,710,1913,18408,450,43,12888,454203,-9,0.0964125,2011,TRUE,18408,450,43,12888,1,1,1,1
61273,672,China Pai Ling (White Wolf),5,710,China,1,0,,3,15,1914,9,15,1914,,7,1,-9,CHN,710,1914,67785,460,56,14191,455522,-9,0.0921649,2011,TRUE,67785,460,56,14191,1,1,1,1
61428,675,Southern China Revolt,5,710,China,1,0,,1,-9,1916,11,17,1918,,7,1,-9,CHN,710,1916,89499,850,45,16001,458172,-9,0.0834792,2011,TRUE,89499,850,45,16001,1,1,1,1
61583,440,Second Sino-Tibetan,3,710,China,1,,,1,7,1918,8,-9,1918,1,7,6,1000,CHN,710,1918,193472,1300,57,18461,460837,-9,0.0861511,2011,TRUE,193472,1300,57,18461,1,1,1,1
61738,446,Conquest of Mongolia,3,710,China,1,,,10,10,1920,8,22,1921,0,7,1,4000,CHN,710,1920,-9,1442,68,21364,463518,-9,0.1275258,2011,TRUE,-9,1442,68,21364,0,1,1,1
61899,703,Second Gansu Muslim,5,710,China,1,0,,-9,-9,1928,-9,-9,1930,,7,1,-9,CHN,710,1928,105698,1700,30,25246,474787,15212,0.1267741,2011,TRUE,105698,1700,30,25246,1,1,1,1
62053,118,Manchurian,1,710,China,2,,,8,17,1929,12,3,1929,0,7,2,3000,CHN,710,1929,111605,1700,20,25620,478830,15444,0.1266302,2011,TRUE,111605,1700,20,25620,1,1,1,1
62206,706,Intra-Guomindang,4,710,China,1,0,,3,1,1929,11,4,1930,,7,1,-9,CHN,710,1929,111605,1700,20,25620,478830,15444,0.1266302,2011,TRUE,111605,1700,20,25620,1,1,1,1
62360,710,"Chinese Civil War, Phase 1",4,710,China,1,0,,11,15,1930,12,31,1936,,7,6,200000,CHN,710,1930,101852,1700,15,26302,482917,15688,0.1258848,2011,TRUE,101852,1700,15,26302,1,1,1,1
62514,121,Second Sino-Japanese,1,710,China,2,,,12,19,1931,5,22,1933,0,7,2,50000,CHN,710,1931,73381,1700,15,27542,487039,15915,0.1254375,2011,TRUE,295557,1992,1898,64777,0.248280366,0.853413655,0.007903056,0.425181777
62667,711,Xinjiang Muslim Revolt,5,710,China,1,1,,2,-9,1931,7,7,1934,,7,1,10000,CHN,710,1931,73381,1700,15,27542,487039,15915,0.1254375,2011,TRUE,73381,1700,15,27542,1,1,1,1
62823,716,Fukien Revolt,4,710,China,1,0,,1,5,1934,1,15,1934,,7,1,-9,CHN,710,1934,137458,1700,50,33136,499618,16762,0.1200218,2011,TRUE,137458,1700,50,33136,1,1,1,1
62979,130,Third Sino-Japanese,1,710,China,2,,,7,7,1937,12,6,1941,0,7,2,750000,CHN,710,1937,407941,2000,40,34815,512523,18408,0.1172409,2011,TRUE,1350357,2393,5841,88717,0.30209863,0.835770999,0.006848142,0.392427607
63136,139,World War II,1,710,China,1,,,12,7,1941,8,14,1945,0,7,1,1350000,CHN,710,1941,244000,2584,63,56669,530248,21403,0.0986568,2011,TRUE,39435138,21672,142953,1972270,0.006187375,0.119232189,0.000440704,0.028732881
63294,725,"Chinese Civil War, Phase 2",4,710,China,1,0,,3,15,1946,4,21,1950,,7,2,327600,CHN,710,1946,789300,4158,60,16888,553269,28901,0.1327105,2011,TRUE,789300,4158,60,16888,1,1,1,1
63448,726,Taiwan Revolt,5,710,China,1,0,,2,28,1947,3,21,1947,,7,1,250,CHN,710,1947,257474,4015,70,18187,557992,31118,0.1192198,2011,TRUE,257474,4015,70,18187,1,1,1,1
63604,151,Korean,1,710,China,2,,,10,27,1950,7,27,1953,0,7,6,422612,CHN,710,1950,2558000,4000,606,29555,571889,37965,0.1184953,2011,TRUE,23376515,8330,124959,1700195,0.109426063,0.480192077,0.004849591,0.0173833
63757,462,Third Sino-Tibetan,3,710,China,1,,,5,-9,1950,10,28,1950,1,7,1,10000,CHN,710,1950,2558000,4000,606,29555,571889,37965,0.1184953,2011,TRUE,2558000,4000,606,29555,1,1,1,1
63914,153,Off-shore Islands,1,710,China,1,,,9,3,1954,4,23,1955,1,7,1,1003,CHN,710,1954,2538205,3078,2225,59826,600149,38685,0.0943573,2011,TRUE,2605234,3678,2250,62206,0.974271409,0.836867863,0.988888889,0.961740025
64069,741,Tibetan Khamba Rebellion,5,710,China,1,0,,3,1,1956,4,14,1959,,7,1,4000,CHN,710,1956,5539170,3130,4465,79681,617789,39045,0.0981378,2011,TRUE,5539170,3130,4465,79681,1,1,1,1
64233,776,Cultural Revolution Phase 2,4,710,China,1,0,,9,5,1967,9,1,1968,,7,1,-9,CHN,710,1967,16389240,2710,10290,166258,767672,95440,0.1055841,2011,TRUE,16389240,2710,10290,166258,1,1,1,1
64398,193,Sino-Vietnamese Punitive,1,710,China,1,,,2,17,1979,3,16,1979,1,7,1,13000,CHN,710,1979,30000000,4600,34480,841890,985467,129400,0.1198492,2011,TRUE,29999991,5250,34599,853119,1.0000003,0.876190476,0.996560594,0.98683771
64559,208,Sino-Vietnamese Border War,1,710,China,1,,,1,5,1987,2,6,1987,1,7,6,1800,CHN,710,1987,5640000,3530,56280,1224456,1104193,163229,0.1115829,2011,TRUE,5639991,4790,56354,1239535,1.000001596,0.736951983,0.998686872,0.987834954
64594,536,First Colombian,4,100,Colombia,1,0,,7,15,1840,7,15,1842,,1,2,-9,COL,100,1840,-9,20,0,0,1849,0,0.0028975,2011,TRUE,-9,20,0,0,0,1,0,0
64796,565,Second Colombian,4,100,Colombia,1,0,,5,15,1860,7,18,1861,,1,2,-9,COL,100,1860,-9,1,0,0,2538,0,0.0006753,2011,TRUE,-9,1,0,0,0,1,0,0
64981,43,Ecuadorian-Colombian,1,100,Colombia,1,,,11,22,1863,12,6,1863,1,1,1,300,COL,100,1863,-9,4,0,0,2644,0,0.0008254,2011,TRUE,-18,4,0,0,0,1,0,0
65176,605,Third Colombian,4,100,Colombia,1,0,,7,26,1876,7,1,1877,,1,1,2100,COL,100,1876,82,3,0,0,3095,0,0.0008003,2011,TRUE,82,3,0,0,1,1,0,0
65366,612,Fourth Colombian,4,100,Colombia,1,0,,11,15,1884,8,26,1885,,1,1,300,COL,100,1884,-9,3,0,0,3340,0,0.0008823,2011,TRUE,-9,3,0,0,0,1,0,0
65559,626,Fifth Colombian,4,100,Colombia,1,0,,1,22,1895,3,15,1895,,1,1,400,COL,100,1895,-9,6,0,13,3709,103,0.0013076,2011,TRUE,-9,6,0,13,0,1,0,1
65745,636,Sixth Colombian (War of the 1000 Days),4,100,Colombia,1,0,,10,17,1899,11,21,1902,,1,1,47000,COL,100,1899,505,1,0,18,3853,107,0.0011679,2011,TRUE,505,1,0,18,1,1,0,1
65976,731,"Seventh Colombian ""La Violencia""",4,100,Colombia,1,0,,4,9,1948,8,7,1958,,1,1,9800,COL,100,1948,32710,17,0,2078,10845,1771,0.002628,2011,TRUE,32710,17,0,2078,1,1,0,1
66161,151,Korean,1,100,Colombia,1,,,6,6,1951,7,27,1953,0,7,6,140,COL,100,1951,56122,17,0,3049,11615,2053,0.0026144,2011,TRUE,23376515,8330,124959,1700195,0.002400786,0.002040816,0,0.001793324
66381,856,Eighth Colombia,5,100,Colombia,1,0,,8,19,1989,31,12,2007,,1,5,10480,COL,100,1989,346320,91,711,37988,31715,14492,0.0042672,2011,TRUE,346320,91,711,37988,1,1,1,1
66407,325,Peru-Bolivian,3,135,Peru,1,,,10,19,1841,11,28,1841,0,1,2,600,PER,135,1841,-9,6,0,0,1672,0,0.001569,2011,TRUE,-9,6,0,0,0,1,0,0
66593,557,First Peru,4,135,Peru,1,0,,12,21,1853,1,7,1855,,1,2,-9,PER,135,1853,-9,11,0,0,2169,0,0.0019842,2011,TRUE,-9,11,0,0,0,1,0,0
66770,560,Second Peru,4,135,Peru,1,0,,10,31,1856,3,7,1858,,1,1,-9,PER,135,1856,-9,11,0,0,2289,0,0.0017335,2011,TRUE,-9,11,0,0,0,1,0,0
66954,52,Naval War,1,135,Peru,1,,,1,14,1866,5,9,1866,0,1,1,600,PER,135,1866,1049,18,0,0,2560,0,0.0023584,2011,TRUE,6230,146,50,1037,0.168378812,0.123287671,0,0
67141,64,War of the Pacific,1,135,Peru,2,,,4,5,1879,10,23,1883,0,1,2,9672,PER,135,1879,-9,4,0,0,2735,104,0.0013777,2011,TRUE,-27,16,0,97,0,0.25,0,0
67321,613,Peru's National Problem,5,135,Peru,1,0,,3,2,1885,5,25,1885,,1,1,200,PER,135,1885,-9,5,0,0,2808,106,0.0013303,2011,TRUE,-9,5,0,0,0,1,0,0
67504,625,Third Peru,4,135,Peru,1,0,,10,15,1894,3,19,1895,,1,2,-9,PER,135,1894,216,6,0,0,2922,119,0.0011828,2011,TRUE,216,6,0,0,1,1,0,0
67716,713,Aprista Revolt,4,135,Peru,1,0,,5,7,1932,7,17,1932,,1,1,100,PER,135,1932,6020,11,0,298,5840,290,0.0014886,2011,TRUE,6020,11,0,298,1,1,0,1
67940,827,Shining Path,4,135,Peru,1,0,,3,4,1982,9,12,1992,,1,1,4000,PER,135,1982,1626007,164,273,16152,18144,7019,0.0035124,2011,TRUE,1626007,164,273,16152,1,1,1,1
